"","L","R"
"2594","CXCL14","CXCR4"
"2596","CXCL17","GPR35"
"2602","CXCL5","ACKR1"
"2607","CXCL8","ACKR1"
"2610","CXCL8","SDC1"
"2611","CXCL8","SDC2"
"2614","CYTL1","CCR2"
"2615","DAG1","LAMA4"
"2616","DCN","EGFR"
"2617","DCN","ERBB4"
"2618","DCN","MET"
"2619","DCN","TLR2"
"2620","DCN","TLR4"
"2621","DEFB1","CCR6"
"2622","DEFB103A","CCR6"
"2623","DEFB103B","CCR2"
"2624","DEFB103B","CCR6"
"2625","DEFB106A","CCR2"
"2627","DEFB4A","TLR4"
"2629","DHH","BOC"
"2630","DHH","CDON"
"2632","DHH","PTCH1"
"2636","DKK1","LRP4"
"2637","DKK1","LRP5"
"2639","DKK2","KREMEN1"
"2640","DKK2","KREMEN2"
"2641","DKK2","LRP5"
"2643","DKK4","KREMEN1"
"2644","DKK4","KREMEN2"
"2645","DKK4","LRP6"
"2650","DLK2","NOTCH1"
"2663","DNAJB11","PRTG"
"2664","DSC1","DSG1"
"2665","DSC1","DSG2"
"2666","DSC1","DSG3"
"2667","DSC1","DSG4"
"2668","DSC2","DSG1"
"2669","DSC2","DSG2"
"2670","DSC2","DSG3"
"2671","DSC2","DSG4"
"2672","DSC3","DSG1"
"2673","DSC3","DSG2"
"2674","DSC3","DSG3"
"2675","DSC3","DSG4"
"2676","DSG1","DSC3"
"2677","DSG2","DSC1"
"2678","DSG2","DSC3"
"2679","DSPP","ITGB6"
"2680","EBI3","IL27RA"
"2681","EBI3","IL6ST"
"2682","ECM1","ITGB4"
"2685","EDIL3","ITGB3"
"2687","EDN1","EDNRB"
"2688","EDN1","KEL"
"2690","EDN2","EDNRB"
"2691","EDN2","KEL"
"2692","EDN3","EDNRA"
"2694","EDN3","KEL"
"2695","EFEMP1","EGFR"
"2737","EFNA5","EPHB1"
"2739","EFNA5","EPHB6"
"2746","EFNB1","ERBB2"
"2747","EFNB2","EPHA3"
"2749","EFNB2","EPHA6"
"2755","EFNB2","GRM1"
"2756","EFNB2","GRM5"
"2757","EFNB2","PECAM1"
"2758","EFNB2","RHBDL2"
"2765","EFNB3","RHBDL2"
"2767","EGF","ERBB2"
"2768","EGF","ERBB3"
"2769","EGF","ERBB4"
"2770","ENAM","CD63"
"2771","ENHO","GPR19"
"2772","EPCAM","EPCAM"
"2774","EPHA4","EFNB1"
"2775","EPO","CRLF3"
"2776","EPO","EPHB4"
"2780","F10","F3"
"2781","F11","GP1BA"
"2783","F12","GP1BA"
"2784","F13A1","ITGA4"
"2785","F13A1","ITGA9"
"2786","F13A1","ITGB1"
"2791","F2","GP1BA"
"2792","F2","GP9"
"2793","F2","ITGA2B"
"2794","F2","THBD"
"2796","F8","ASGR2"
"2797","F8","LDLR"
"2800","FAM3C","LIFR"
"2801","FAM3D","FPR1"
"2802","FAM3D","FPR2"
"2805","FAT4","DCHS1"
"2806","FBLN1","ITGB1"
"2807","FBN1","ITGA5"
"2808","FBN1","ITGAV"
"2809","FBN1","ITGB1"
"2810","FBN1","ITGB3"
"2811","FCER2","CR2"
"2812","FCN2","LRP1"
"2813","FGA","ITGA2B"
"2814","FGA","ITGA5"
"2815","FGA","ITGAM"
"2816","FGA","ITGAV"
"2818","FGA","ITGB1"
"2820","FGA","ITGB3"
"2821","FGA","TLR4"
"2822","FGB","ITGA2B"
"2823","FGB","ITGA5"
"2824","FGB","ITGAM"
"2825","FGB","ITGAV"
"2826","FGB","ITGB1"
"2827","FGB","ITGB2"
"2828","FGB","TLR4"
"2829","FGF1","CD44"
"2830","FGF1","CSPG4"
"2835","FGF1","NRP1"
"2838","FGF10","FGFRL1"
"2839","FGF13","SCN5A"
"2840","FGF13","SCN8A"
"2856","FGF19","KLB"
"2857","FGF2","CD44"
"2862","FGF2","FGFRL1"
"2863","FGF2","GPC4"
"2864","FGF2","NRP1"
"2865","FGF2","SDC1"
"2867","FGF2","SDC3"
"2869","FGF20","FGFR1"
"2870","FGF20","FGFR2"
"2871","FGF20","FGFR3"
"2872","FGF20","FGFR4"
"2873","FGF21","FGFR4"
"2874","FGF22","FGFR1"
"2876","FGF22","FGFRL1"
"2879","FGF23","FGFR3"
"2881","FGF23","KL"
"2884","FGF3","FGFR3"
"2885","FGF3","FGFR4"
"2886","FGF3","FGFRL1"
"2891","FGF4","FGFRL1"
"2892","FGF4","NRP1"
"2899","FGF6","FGFR3"
"2901","FGF7","FGFR1"
"2903","FGF7","FGFR3"
"2904","FGF7","NRP1"
"2909","FGF8","FGFRL1"
"2914","FGG","ITGA2B"
"2915","FGG","ITGA5"
"2916","FGG","ITGAV"
"2917","FGG","ITGB1"
"2918","FGG","ITGB2"
"2919","FGG","TLR4"
"2920","FGL1","EGFR"
"2921","FGL1","LAG3"
"2924","FN1","COL13A1"
"2930","FN1","ITGA9"
"2937","FN1","MAG"
"2938","FN1","NT5E"
"2939","FN1","PLAUR"
"2941","FN1","TNFRSF11B"
"2942","FN1","TSHR"
"2943","FNDC5","ITGAV"
"2944","FNDC5","ITGB5"
"2946","FSTL1","DIP2A"
"2947","FZD8","CKAP4"
"2951","GAL","GPR151"
"2962","GDF1","ACVR1"
"2963","GDF1","BMPR1A"
"2964","GDF1","BMPR2"
"2968","GDF15","GFRAL"
"2969","GDF2","ACVR1"
"2970","GDF2","ACVR2A"
"2971","GDF2","ACVR2B"
"2973","GDF2","BMPR2"
"2974","GDF2","ENG"
"2975","GDF3","TDGF1"
"2976","GDF5","ACVR1"
"2978","GDF5","ACVR2B"
"2984","GDF6","BMPR1B"
"2989","GDF9","ACVR2A"
"2990","GDF9","BMPR1A"
"2991","GDF9","BMPR1B"
"2998","GH1","PRLR"
"3004","GHRL","MLNR"
"3005","GIP","DPP4"
"3007","GLG1","SELE"
"3008","GNAI2","ADCY1"
"3009","GNAI2","ADORA1"
"3010","GNAI2","ADRA2A"
"3011","GNAI2","ADRA2B"
"3012","GNAI2","AGTR2"
"3013","GNAI2","C5AR1"
"3014","GNAI2","CAV1"
"3015","GNAI2","CCR5"
"3016","GNAI2","CNR1"
"3017","GNAI2","CXCR1"
"3018","GNAI2","CXCR2"
"3019","GNAI2","EDNRA"
"3020","GNAI2","EGFR"
"3021","GNAI2","F2R"
"3022","GNAI2","FPR1"
"3023","GNAI2","IGF1R"
"3024","GNAI2","LHCGR"
"3025","GNAI2","LPAR3"
"3026","GNAI2","MTNR1A"
"3027","GNAI2","MTNR1B"
"3028","GNAI2","OPRD1"
"3029","GNAI2","OPRM1"
"3030","GNAI2","P2RY12"
"3031","GNAI2","TBXA2R"
"3032","GNAI2","TSHR"
"3033","GNAS","ADRB2"
"3034","GNAS","AVPR2"
"3035","GNAS","CRHR1"
"3036","GNAS","GCGR"
"3037","GNAS","LHCGR"
"3038","GNAS","PTGDR"
"3039","GNAS","TSHR"
"3040","GNAS","VIPR1"
"3043","GPC3","CD81"
"3044","GPC3","IGF1R"
"3046","GPHB5","TSHR"
"3048","GREM1","KDR"
"3049","GRN","SORT1"
"3050","GRN","TNFRSF1A"
"3051","GRN","TNFRSF1B"
"3052","GRP","BRS3"
"3057","GUCA2B","GUCY2D"
"3058","GZMB","CHRM3"
"3062","HAVCR1","CD300LB"
"3063","HAVCR1","HAVCR1"
"3064","HBEGF","CD44"
"3065","HBEGF","CD82"
"3066","HBEGF","CD9"
"3068","HBEGF","ERBB2"
"3072","HCRT","NPFFR2"
"3074","HGF","CD44"
"3076","HGF","SDC1"
"3077","HGF","SDC2"
"3078","HGF","ST14"
"3079","HHLA2","TMIGD2"
"3080","HLA-A","APLP2"
"3081","HLA-A","ERBB2"
"3082","HLA-A","KIR3DL1"
"3084","HLA-A","LILRB1"
"3085","HLA-A","LILRB2"
"3086","HLA-B","CANX"
"3087","HLA-B","KIR2DL3"
"3089","HLA-B","KIR3DL2"
"3090","HLA-B","KLRD1"
"3091","HLA-B","LILRB1"
"3092","HLA-B","LILRB2"
"3096","HLA-C","LILRA3"
"3097","HLA-C","LILRB1"
"3098","HLA-C","LILRB2"
"3102","HLA-E","KLRK1"
"3103","HLA-F","KIR3DL1"
"3104","HLA-F","KIR3DL2"
"3105","HLA-F","LILRB1"
"3106","HLA-F","LILRB2"
"3111","HLA-G","LILRB2"
"3112","HMGB1","HAVCR2"
"3113","HMGB1","SDC1"
"3114","HMGB1","THBD"
"3115","HP","CD163"
"3116","HP","ITGAM"
"3117","HP","ITGB2"
"3118","HRAS","AGTR1"
"3119","HRAS","CAV1"
"3120","HRAS","INSR"
"3121","HRG","FCGR1A"
"3122","HSP90AA1","CFTR"
"3123","HSP90AA1","EGFR"
"3124","HSP90AA1","FGFR3"
"3125","HSPG2","COL13A1"
"3126","HSPG2","ITGA2"
"3127","HSPG2","ITGB1"
"3130","IAPP","RAMP1"
"3131","IAPP","RAMP2"
"3132","ICAM1","IL2RA"
"3134","ICAM1","ITGAM"
"3137","ICAM1","SPN"
"3141","ICAM3","CD209"
"3142","ICAM3","CLEC4M"
"3143","ICAM3","ITGAD"
"3147","ICAM4","ITGA4"
"3151","ICAM4","ITGB1"
"3158","ICOS","ICOSLG"
"3200","IFNL4","IFNLR1"
"3201","IFNL4","IL10RB"
"3208","IGFBP4","FZD8"
"3209","IGFBP4","LRP6"
"3210","IGFL1","IGFLR1"
"3211","IGFL2","IGFLR1"
"3212","IGFL3","IGFLR1"
"3213","IGSF11","VSIR"
"3214","IHH","BOC"
"3215","IHH","CDON"
"3218","IHH","PTCH2"
"3227","IL12B","IL23R"
"3233","IL15","IL2RA"
"3237","IL16","GRIN2D"
"3238","IL16","KCNJ10"
"3239","IL16","KCNJ15"
"3257","IL1F10","IL1R1"
"3258","IL1RAPL1","PTPRD"
"3259","IL1RAPL1","PTPRF"
"3260","IL1RAPL1","PTPRS"
"3263","IL2","CD53"
"3282","IL26","IL20RA"
"3283","IL26","IL20RB"
"3284","IL27","IL27RA"
"3289","IL32","ITGB3"
"3290","IL33","IL1RL1"
"3291","IL34","CSF1R"
"3292","IL34","PTPRZ1"
"3293","IL36A","IL1RL2"
"3294","IL36RN","IL1RL2"
"3295","IL4","CD53"
"3297","IL4","IL13RA2"
"3312","INHBA","ACVR1C"
"3316","INHBA","ENG"
"3317","INHBA","TGFBR3"
"3320","INHBB","ACVR1C"
"3323","INHBB","CFC1"
"3324","INHBB","CFC1B"
"3327","INS","IGF1R"
"3329","INS","LRP2"
"3333","ITGAV","THY1"
"3334","ITGB2","THY1"
"3335","JAG1","CD46"
"3344","JAM2","F11R"
"3347","JAML","CXADR"
"3348","KIR3DS1","HLA-F"
"3350","KISS1","MMP24"
"3352","KLRB1","CLEC2D"
"3353","KLRF1","CLEC2B"
"3354","KMT2E","NCR2"
"3357","KNG1","GP1BA"
"3359","KNG1","ITGB2"
"3360","KNG1","PLAUR"
"3361","KNG1","RXFP4"
"3362","L1CAM","ALCAM"
"3363","L1CAM","CD9"
"3364","L1CAM","CNTN1"
"3365","L1CAM","EGFR"
"3366","L1CAM","EPHB2"
"3367","L1CAM","ERBB2"
"3368","L1CAM","ERBB3"
"3369","L1CAM","ITGA5"
"3370","L1CAM","ITGAV"
"3371","L1CAM","PTPRZ1"
"3372","LACRT","SDC1"
"3379","LAMA2","DAG1"
"3383","LAMA3","SDC2"
"3384","LAMA5","BCAM"
"3392","LCN1","LMBR1L"
"3393","LCN2","LRP2"
"3394","LEAP2","GHSR"
"3397","LGALS1","CD69"
"3398","LGALS1","ITGB1"
"3399","LGALS1","PTPRC"
"3400","LGALS3","LAG3"
"3401","LGALS3BP","ITGB1"
"3402","LGALS9","CD44"
"3403","LGALS9","HAVCR2"
"3404","LGI1","ADAM11"
"3405","LGI1","ADAM22"
"3406","LGI1","ADAM23"
"3407","LGI1","RTN4R"
"3408","LGI2","ADAM11"
"3409","LGI2","ADAM22"
"3410","LGI2","ADAM23"
"3411","LGI3","ADAM22"
"3412","LGI3","ADAM23"
"3413","LGI3","FLOT1"
"3414","LGI3","STX1A"
"3415","LGI4","ADAM11"
"3416","LGI4","ADAM22"
"3417","LGI4","ADAM23"
"3421","LILRB4","LAIR1"
"3422","LIN7C","HTR2C"
"3423","LIPC","LRP1"
"3427","LPA","LRP2"
"3428","LPL","GPIHBP1"
"3429","LPL","LRP1"
"3430","LPL","LRP2"
"3431","LPL","SDC1"
"3432","LPL","VLDLR"
"3433","LRFN3","LRFN3"
"3434","LRFN5","LRFN5"
"3435","LRPAP1","LDLR"
"3437","LRPAP1","LRP2"
"3438","LRPAP1","LRP8"
"3439","LRPAP1","SORL1"
"3440","LRPAP1","SORT1"
"3441","LRPAP1","VLDLR"
"3442","LRRC4B","PTPRD"
"3444","LRRC4B","PTPRS"
"3451","LTB","TNFRSF1A"
"3452","LTBP1","ITGB5"
"3453","LTBP3","ITGB5"
"3456","LY86","CD180"
"3457","LY9","LY9"
"3458","MADCAM1","CD44"
"3461","MATN1","ITGA1"
"3462","MATN1","ITGB1"
"3463","MBL2","CD93"
"3464","MCAM","MCAM"
"3466","MDK","ITGA4"
"3467","MDK","ITGA6"
"3468","MDK","ITGB1"
"3469","MDK","LRP1"
"3470","MDK","NOTCH2"
"3472","MDK","SDC1"
"3473","MDK","SDC3"
"3474","MDK","SDC4"
"3475","MDK","TSPAN1"
"3476","MELTF","PLG"
"3477","MEPE","PHEX"
"3478","MFGE8","ITGAV"
"3479","MFGE8","ITGB3"
"3480","MFGE8","PDGFRB"
"3481","MFNG","NOTCH1"
"3482","MFNG","NOTCH2"
"3483","MIA","CDH7"
"3484","MICA","KLRK1"
"3485","MICB","KLRK1"
"3486","MIF","CD74"
"3487","MIF","CXCR2"
"3488","MIF","CXCR4"
"3490","MMP1","ITGA2"
"3491","MMP12","PLAUR"
"3493","MMP2","SDC2"
"3494","MMP7","CD151"
"3495","MMP7","CD44"
"3496","MMP7","ERBB4"
"3497","MMP9","CD44"
"3498","MMP9","EPHB2"
"3500","MMRN2","CD248"
"3501","MMRN2","CD93"
"3502","MMRN2","CLEC14A"
"3503","MRC1","PTPRC"
"3504","MSMP","CCR2"
"3506","MSTN","ACVR2B"
"3507","MUC1","SIGLEC9"
"3508","MUC2","AGR2"
"3509","MUC7","SELL"
"3510","MYL9","CD69"
"3511","MYOC","FZD1"
"3512","MYOC","FZD10"
"3513","MYOC","FZD3"
"3514","MYOC","FZD4"
"3515","MYOC","FZD7"
"3517","NCAM1","FGFR1"
"3518","NCAM1","GFRA1"
"3519","NCAM1","PTPRZ1"
"3522","NCR3LG1","NCR3"
"3525","NECTIN1","CADM3"
"3526","NECTIN1","CD96"
"3528","NECTIN1","NECTIN3"
"3529","NECTIN1","NECTIN4"
"3531","NECTIN2","CD96"
"3532","NECTIN2","NECTIN2"
"3534","NECTIN2","PVRIG"
"3536","NECTIN3","CADM1"
"3537","NECTIN3","CADM3"
"3538","NECTIN3","NECTIN2"
"3539","NECTIN3","NECTIN3"
"3540","NECTIN3","PVR"
"3541","NECTIN4","NECTIN4"
"3542","NECTIN4","TIGIT"
"3543","NELL2","ROBO3"
"3546","NGF","SORCS3"
"3548","NID1","COL13A1"
"3549","NID1","ITGAV"
"3550","NID1","ITGB3"
"3552","NID2","COL13A1"
"3554","NLGN1","NRXN2"
"3562","NLGN4X","NRXN1"
"3563","NMB","BRS3"
"3574","NODAL","CFC1"
"3575","NODAL","TDGF1"
"3583","NPPA","NPR2"
"3589","NPPC","NPR3"
"3595","NPY","FAP"
"3596","NPY","NPFFR2"
"3616","NTF4","BEX3"
"3620","NTN1","ADORA2B"
"3622","NTN1","MCAM"
"3623","NTN1","NEO1"
"3624","NTN1","UNC5A"
"3625","NTN1","UNC5B"
"3627","NTN1","UNC5D"
"3633","NTNG2","LRRC4"
"3634","NTRK3","PTPRD"
"3635","NTRK3","PTPRF"
"3636","NTRK3","PTPRS"
"3639","NTS","SORT1"
"3643","NXPH2","NRXN1"
"3648","OMG","RTN4R"
"3649","OMG","RTN4RL1"
"3651","ORM1","CCR5"
"3660","PCNA","NCR2"
"3661","PCSK9","VLDLR"
"3663","PDCD1LG2","RGMB"
"3665","PDGFB","ART1"
"3666","PDGFB","LRP1"
"3670","PDGFC","PDGFRB"
"3672","PDPN","CLEC1B"
"3676","PECAM1","CD38"
"3681","PF4","CXCR3"
"3685","PF4","SDC2"
"3687","PF4V1","CXCR3"
"3690","PGF","NRP2"
"3691","PGLYRP1","TREM1"
"3692","PIP","CD4"
"3693","PLA2G10","PLA2R1"
"3694","PLA2G2A","ITGA4"
"3695","PLA2G2A","ITGA5"
"3696","PLA2G2A","ITGAV"
"3697","PLA2G2A","ITGB1"
"3698","PLA2G2A","ITGB3"
"3700","PLAU","IGF2R"
"3702","PLAU","LRP2"
"3704","PLAU","ST14"
"3705","PLG","F2R"
"3706","PLG","F2RL1"
"3707","PLG","F3"
"3710","PLG","PLGRKT"
"3711","PLTP","ABCA1"
"3715","PODXL","SELL"
"3725","POSTN","PTK7"
"3730","PRG4","TLR2"
"3731","PRG4","TLR4"
"3736","PROC","TEK"
"3737","PROC","THBD"
"3743","PROS1","MERTK"
"3745","PSAP","CD1B"
"3750","PSEN1","NOTCH1"
"3751","PSEN1","NOTCH2"
"3752","PSEN1","NOTCH3"
"3753","PSEN1","NOTCH4"
"3754","PSPN","GFRA1"
"3759","PTGS2","CAV1"
"3767","PTMA","VIPR1"
"3768","PTN","ALK"
"3769","PTN","PLXNB2"
"3771","PTN","PTPRS"
"3773","PTN","SDC3"
"3775","PTPRC","MRC1"
"3776","PTPRK","PTPRK"
"3778","PTPRZ1","L1CAM"
"3779","PTPRZ1","NCAM1"
"3781","PVR","CD96"
"3782","PVR","NECTIN3"
"3783","PVR","PVRIG"
"3785","PYY","FAP"
"3792","RAET1E","KLRK1"
"3793","RAET1G","KLRK1"
"3794","RAET1L","KLRK1"
"3795","RARRES2","CCRL2"
"3798","RBP3","NOTCH1"
"3799","RBP4","STRA6"
"3806","RGMB","NEO1"
"3811","RLN2","RXFP3"
"3816","RNASE2","TLR2"
"3817","ROBO1","ROBO1"
"3818","ROBO2","ROBO2"
"3819","RPH3A","NRXN1"
"3825","RSPO1","ZNRF3"
"3829","RSPO2","RNF43"
"3830","RSPO2","ZNRF3"
"3831","RSPO3","FZD8"
"3835","RSPO3","LRP6"
"3836","RSPO3","SDC4"
"3840","RTN4","CNTNAP1"
"3843","RTN4","RTN4RL1"
"3844","RTN4","S1PR2"
"3846","S100A8","TLR4"
"3847","S100A9","TLR4"
"3848","SAA1","CD36"
"3850","SCGB1A1","LRP2"
"3851","SCGB3A1","MARCO"
"3852","SCGB3A2","MARCO"
"3856","SDC2","PTPRJ"
"3857","SECTM1","CD7"
"3858","SELE","CD44"
"3860","SELPLG","SELL"
"3862","SELPLG","SIGLEC5"
"3864","SEMA3A","NRP2"
"3869","SEMA3B","NRP2"
"3870","SEMA3C","NRP1"
"3872","SEMA3C","PLXND1"
"3873","SEMA3D","NRP1"
"3875","SEMA3F","NRP1"
"3878","SEMA3G","NRP2"
"3879","SEMA4A","LILRB2"
"3880","SEMA4A","PLXNB1"
"3881","SEMA4A","PLXNB2"
"3882","SEMA4A","PLXND1"
"3883","SEMA4B","DCBLD2"
"3884","SEMA4C","PLXNB2"
"3885","SEMA4D","CD72"
"3886","SEMA4D","ERBB2"
"3890","SEMA4G","PLXNB2"
"3893","SEMA6A","PLXNA2"
"3894","SEMA6A","PLXNA4"
"3895","SEMA6B","PLXNA2"
"3898","SEMA6D","TREM2"
"3899","SEMA6D","TYROBP"
"3900","SEMA7A","ITGA1"
"3901","SEMA7A","ITGB1"
"3905","SERPINC1","SDC2"
"3907","SERPINE1","LRP2"
"3909","SERPINF1","PLXDC1"
"3910","SERPINF1","PLXDC2"
"3912","SERPING1","SELE"
"3913","SERPING1","SELP"
"3914","SERTAD1","AR"
"3915","SFRP1","FZD2"
"3916","SFRP1","FZD6"
"3917","SFRP2","FZD5"
"3918","SFTPA1","TLR2"
"3919","SFTPA2","CD93"
"3920","SFTPD","LAIR1"
"3921","SFTPD","SIRPA"
"3922","SHANK1","ADGRL1"
"3923","SHANK1","SSTR2"
"3926","SHH","GAS1"
"3927","SHH","GPC5"
"3929","SHH","LRP2"
"3931","SHH","PTCH2"
"3933","SIGLEC1","SPN"
"3934","SIRPA","CD47"
"3935","SIRPB2","CD47"
"3936","SIRPG","CD47"
"3937","SLAMF1","SLAMF1"
"3938","SLAMF6","SLAMF6"
"3939","SLAMF7","SLAMF7"
"3942","SLIT1","ROBO2"
"3944","SLIT2","APP"
"3950","SLIT3","ROBO1"
"3951","SLIT3","ROBO2"
"3952","SLIT3","ROBO4"
"3953","SLITRK1","PTPRD"
"3954","SLITRK1","PTPRS"
"3955","SLITRK2","PTPRD"
"3956","SLITRK2","PTPRS"
"3957","SLITRK3","PTPRD"
"3958","SLITRK3","PTPRS"
"3959","SLITRK5","PTPRD"
"3960","SLITRK6","PTPRS"
"3961","SLPI","PLSCR1"
"3962","SLPI","PLSCR4"
"3963","SLURP1","CHRNA7"
"3964","SNCA","LAG3"
"3965","SOST","LRP4"
"3968","SOSTDC1","LRP4"
"3969","SOSTDC1","LRP5"
"3970","SOSTDC1","LRP6"
"3971","SPINK1","EGFR"
"3973","SPON1","APP"
"3974","SPON1","LRP8"
"3975","SPON2","ITGA4"
"3976","SPON2","ITGA5"
"3977","SPON2","ITGAM"
"3978","SPON2","ITGB1"
"3979","SPON2","ITGB2"
"3987","SPX","GALR2"
"3988","SPX","GALR3"
"3994","ST6GAL1","CD22"
"4004","TAFA4","FPR1"
"4005","TCN1","CD320"
"4006","TCTN1","TMEM67"
"4007","TDGF1","ACVR1B"
"4009","TF","TFR2"
"4011","TFF2","CXCR4"
"4012","TFF3","ACKR3"
"4013","TFF3","CXCR4"
"4016","TG","ASGR1"
"4017","TG","LRP2"
"4019","TGFA","ERBB2"
"4020","TGFA","ERBB4"
"4022","TGFB1","ENG"
"4023","TGFB1","ITGAV"
"4024","TGFB1","ITGB6"
"4025","TGFB1","ITGB8"
"4026","TGFB1","SDC2"
"4030","TGFB1","VASN"
"4031","TGFB2","ACVR1"
"4032","TGFB2","ENG"
"4037","TGFB3","ENG"
"4041","TGM2","ADGRG1"
"4042","TGM2","ITGB1"
"4043","TGM2","ITGB3"
"4044","TGM2","SDC4"
"4047","THBS1","ITGA2B"
"4048","THBS1","ITGA3"
"4049","THBS1","ITGA4"
"4050","THBS1","ITGA6"
"4051","THBS1","ITGB1"
"4052","THBS1","ITGB3"
"4053","THBS1","LRP1"
"4054","THBS1","PTPRJ"
"4056","THBS1","SDC4"
"4057","THBS1","TNFRSF11B"
"4059","THBS2","ITGA4"
"4060","THBS2","ITGA6"
"4061","THBS2","ITGB1"
"4062","THBS2","NOTCH3"
"4064","TIGIT","NECTIN2"
"4065","TIGIT","PVR"
"4066","TIMD4","HAVCR1"
"4067","TIMP1","CD63"
"4068","TIMP2","ITGA3"
"4069","TIMP2","ITGB1"
"4070","TIMP3","AGTR2"
"4071","TIMP3","KDR"
"4072","TNC","CNTN1"
"4073","TNC","EGFR"
"4074","TNC","ITGA7"
"4078","TNC","PTPRB"
"4079","TNC","PTPRZ1"
"4083","TNFRSF14","BTLA"
"4084","TNFRSF14","CD160"
"4092","TNFSF12","CD163"
"4094","TNFSF13","FAS"
"4095","TNFSF13","SDC2"
"4096","TNFSF13","TNFRSF11B"
"4098","TNFSF13","TNFRSF14"
"4100","TNFSF13","TNFRSF1A"
"4108","TNFSF15","TNFRSF6B"
"4113","TOR2A","ATP5F1B"
"4122","UCN2","IL10RB"
"4123","UCN3","CRHR1"
"4125","UCN3","IL10RB"
"4126","ULBP1","KLRK1"
"4128","ULBP3","KLRK1"
"4131","VASP","CXCR2"
"4133","VCAM1","ITGA9"
"4138","VCAN","CD44"
"4139","VCAN","EGFR"
"4140","VCAN","ITGB1"
"4141","VCAN","SELP"
"4142","VCAN","TLR2"
"4144","VEGFA","GPC1"
"4155","VEGFD","ITGA9"
"4157","VEGFD","NRP2"
"4158","VIM","CD44"
"4167","VTN","ITGB6"
"4169","VTN","PLAUR"
"4170","VTN","PVR"
"4171","VTN","TNFRSF11B"
"4174","VWF","TNFRSF11B"
"4175","WNT1","FZD1"
"4176","WNT1","FZD10"
"4177","WNT1","FZD2"
"4179","WNT1","FZD4"
"4182","WNT1","LRP6"
"4183","WNT1","ROR2"
"4185","WNT10A","FZD1"
"4186","WNT10A","FZD5"
"4187","WNT10A","FZD8"
"4188","WNT10B","FZD7"
"4190","WNT11","FZD8"
"4191","WNT16","FZD2"
"4192","WNT16","LRP5"
"4193","WNT2","FZD1"
"4194","WNT2","FZD2"
"4195","WNT2","FZD3"
"4196","WNT2","FZD4"
"4197","WNT2","FZD5"
"4198","WNT2","FZD7"
"4199","WNT2","FZD8"
"4200","WNT2","FZD9"
"4201","WNT2B","FZD4"
"4202","WNT2B","FZD7"
"4203","WNT3","FZD1"
"4204","WNT3","FZD7"
"4208","WNT3A","APCDD1"
"4209","WNT3A","FZD1"
"4210","WNT3A","FZD10"
"4211","WNT3A","FZD2"
"4212","WNT3A","FZD5"
"4214","WNT3A","FZD7"
"4215","WNT3A","FZD8"
"4216","WNT3A","LRP1"
"4217","WNT3A","LRP6"
"4218","WNT3A","RYK"
"4221","WNT5A","FZD1"
"4223","WNT5A","FZD3"
"4225","WNT5A","FZD5"
"4228","WNT5A","FZD8"
"4229","WNT5A","LRP5"
"4230","WNT5A","MCAM"
"4231","WNT5A","ROR1"
"4232","WNT5A","ROR2"
"4234","WNT5B","FZD2"
"4235","WNT5B","FZD8"
"4236","WNT6","FZD7"
"4237","WNT7A","FZD1"
"4238","WNT7A","FZD10"
"4240","WNT7A","FZD9"
"4243","WNT7B","FZD4"
"4244","WNT7B","FZD5"
"4245","WNT7B","FZD8"
"4247","WNT8A","FZD4"
"4248","WNT8A","FZD5"
"4249","WNT8A","FZD8"
"4250","WNT9A","FZD10"
"4251","WNT9A","FZD4"
"4252","WNT9B","FZD10"
"4253","WNT9B","FZD4"
"4254","WNT9B","FZD5"
"4255","WNT9B","FZD8"
"4258","YBX1","NOTCH1"
"4259","ZG16B","CXCR4"
"4260","ZG16B","TLR2"
"4261","ZG16B","TLR4"
"4262","ZG16B","TLR5"
"4263","ZG16B","TLR6"
"4264","ZP3","CHRNA7"
"4265","ZP3","EGFR"
